generation,avg_eta_SI,avg_eta_MI,rho_SI,rho_MI,sum_eta_SI,count_SI,sum_eta_MI,count_MI,seed,epoch
67,0,0,0.5,0.5,0.0,0,0.0,0,7,2
68,0,0,0.5,0.5,0.0,0,0.0,0,7,2
69,0,0,0.5,0.5,0.0,0,0.0,0,7,2
70,0,0,0.5,0.5,0.0,0,0.0,0,7,2
71,0,0,0.5,0.5,0.0,0,0.0,0,7,2
72,0,0,0.5,0.5,0.0,0,0.0,0,7,2
73,0,0,0.5,0.5,0.0,0,0.0,0,7,2
74,0,0,0.5,0.5,0.0,0,0.0,0,7,2
0,0,0,0.5,0.5,0.0,0,0.0,0,7,3
1,0,0,0.5,0.5,0.0,0,0.0,0,7,3
2,0,0,0.5,0.5,0.0,0,0.0,0,7,3
3,0,0,0.5,0.5,0.0,0,0.0,0,7,3
4,0,0,0.5,0.5,0.0,0,0.0,0,7,3
5,0,0,0.5,0.5,0.0,0,0.0,0,7,3
6,0,0,0.5,0.5,0.0,0,0.0,0,7,3
7,0,0,0.5,0.5,0.0,0,0.0,0,7,3
8,0,0,0.5,0.5,0.0,0,0.0,0,7,3
9,0,0,0.5,0.5,0.0,0,0.0,0,7,3
10,0,0,0.5,0.5,0.0,0,0.0,0,7,3
11,0,0,0.5,0.5,0.0,0,0.0,0,7,3
12,0,0,0.5,0.5,0.0,0,0.0,0,7,3
13,0,0,0.5,0.5,0.0,0,0.0,0,7,3
14,0,0,0.5,0.5,0.0,0,0.0,0,7,3
15,0,0,0.5,0.5,0.0,0,0.0,0,7,3
16,0,0,0.5,0.5,0.0,0,0.0,0,7,3
17,0,0,0.5,0.5,0.0,0,0.0,0,7,3
18,0,0,0.5,0.5,0.0,0,0.0,0,7,3
19,0,0,0.5,0.5,0.0,0,0.0,0,7,3
20,0,0,0.5,0.5,0.0,0,0.0,0,7,3
21,0,0,0.5,0.5,0.0,0,0.0,0,7,3
22,0,0,0.5,0.5,0.0,0,0.0,0,7,3
23,0,0,0.5,0.5,0.0,0,0.0,0,7,3
24,0,0,0.5,0.5,0.0,0,0.0,0,7,3
25,0,0,0.5,0.5,0.0,0,0.0,0,7,3
26,0,0,0.5,0.5,0.0,0,0.0,0,7,3
27,0,0,0.5,0.5,0.0,0,0.0,0,7,3
28,0,0,0.5,0.5,0.0,0,0.0,0,7,3
29,0,0,0.5,0.5,0.0,0,0.0,0,7,3
30,0,0,0.5,0.5,0.0,0,0.0,0,7,3
31,0,0,0.5,0.5,0.0,0,0.0,0,7,3
32,0,0,0.5,0.5,0.0,0,0.0,0,7,3
33,0,0,0.5,0.5,0.0,0,0.0,0,7,3
34,0,0,0.5,0.5,0.0,0,0.0,0,7,3
35,0,0,0.5,0.5,0.0,0,0.0,0,7,3
36,0,0,0.5,0.5,0.0,0,0.0,0,7,3
37,0,0,0.5,0.5,0.0,0,0.0,0,7,3
38,0,0,0.5,0.5,0.0,0,0.0,0,7,3
39,0,0,0.5,0.5,0.0,0,0.0,0,7,3
40,0,0,0.5,0.5,0.0,0,0.0,0,7,3
41,0,0,0.5,0.5,0.0,0,0.0,0,7,3
42,0,0,0.5,0.5,0.0,0,0.0,0,7,3
43,0,0,0.5,0.5,0.0,0,0.0,0,7,3
44,0,0,0.5,0.5,0.0,0,0.0,0,7,3
45,0,0,0.5,0.5,0.0,0,0.0,0,7,3
46,0,0,0.5,0.5,0.0,0,0.0,0,7,3
47,0,0,0.5,0.5,0.0,0,0.0,0,7,3
48,0,0,0.5,0.5,0.0,0,0.0,0,7,3
49,0,0,0.5,0.5,0.0,0,0.0,0,7,3
50,0,0,0.5,0.5,0.0,0,0.0,0,7,3
0,0,0,0.5,0.5,0.0,0,0.0,0,7,4
1,0,0,0.5,0.5,0.0,0,0.0,0,7,4
2,0,0,0.5,0.5,0.0,0,0.0,0,7,4
3,0,0,0.5,0.5,0.0,0,0.0,0,7,4
4,0,0,0.5,0.5,0.0,0,0.0,0,7,4
5,0,0,0.5,0.5,0.0,0,0.0,0,7,4
6,0,0,0.5,0.5,0.0,0,0.0,0,7,4
7,0,0,0.5,0.5,0.0,0,0.0,0,7,4
8,0,0,0.5,0.5,0.0,0,0.0,0,7,4
9,0,0,0.5,0.5,0.0,0,0.0,0,7,4
10,0,0,0.5,0.5,0.0,0,0.0,0,7,4
11,0,0,0.5,0.5,0.0,0,0.0,0,7,4
12,0,0,0.5,0.5,0.0,0,0.0,0,7,4
13,0,0,0.5,0.5,0.0,0,0.0,0,7,4
14,0,0,0.5,0.5,0.0,0,0.0,0,7,4
15,0,0,0.5,0.5,0.0,0,0.0,0,7,4
16,0,0,0.5,0.5,0.0,0,0.0,0,7,4
17,0,0,0.5,0.5,0.0,0,0.0,0,7,4
18,0,0,0.5,0.5,0.0,0,0.0,0,7,4
19,0,0,0.5,0.5,0.0,0,0.0,0,7,4
20,0,0,0.5,0.5,0.0,0,0.0,0,7,4
21,0,0,0.5,0.5,0.0,0,0.0,0,7,4
22,0,0,0.5,0.5,0.0,0,0.0,0,7,4
23,0,0,0.5,0.5,0.0,0,0.0,0,7,4
24,0,0,0.5,0.5,0.0,0,0.0,0,7,4
25,0,0,0.5,0.5,0.0,0,0.0,0,7,4
26,0,0,0.5,0.5,0.0,0,0.0,0,7,4
27,0,0,0.5,0.5,0.0,0,0.0,0,7,4
28,0,0,0.5,0.5,0.0,0,0.0,0,7,4
29,0,0,0.5,0.5,0.0,0,0.0,0,7,4
30,0,0,0.5,0.5,0.0,0,0.0,0,7,4
31,0,0,0.5,0.5,0.0,0,0.0,0,7,4
32,0,0,0.5,0.5,0.0,0,0.0,0,7,4
33,0,0,0.5,0.5,0.0,0,0.0,0,7,4
34,0,0,0.5,0.5,0.0,0,0.0,0,7,4
35,0,0,0.5,0.5,0.0,0,0.0,0,7,4
36,0,0,0.5,0.5,0.0,0,0.0,0,7,4
37,0,0,0.5,0.5,0.0,0,0.0,0,7,4
38,0,0,0.5,0.5,0.0,0,0.0,0,7,4
39,0,0,0.5,0.5,0.0,0,0.0,0,7,4
40,0,0,0.5,0.5,0.0,0,0.0,0,7,4
41,0,0,0.5,0.5,0.0,0,0.0,0,7,4
42,0,0,0.5,0.5,0.0,0,0.0,0,7,4
43,0,0,0.5,0.5,0.0,0,0.0,0,7,4
44,0,0,0.5,0.5,0.0,0,0.0,0,7,4
45,0,0,0.5,0.5,0.0,0,0.0,0,7,4
46,0,0,0.5,0.5,0.0,0,0.0,0,7,4
47,0,0,0.5,0.5,0.0,0,0.0,0,7,4
48,0,0,0.5,0.5,0.0,0,0.0,0,7,4
49,0,0,0.5,0.5,0.0,0,0.0,0,7,4
50,0,0,0.5,0.5,0.0,0,0.0,0,7,4
0,0,0,0.5,0.5,0.0,0,0.0,0,7,5
1,0,0,0.5,0.5,0.0,0,0.0,0,7,5
2,0,0,0.5,0.5,0.0,0,0.0,0,7,5
3,0,0,0.5,0.5,0.0,0,0.0,0,7,5
4,0,0,0.5,0.5,0.0,0,0.0,0,7,5
5,0,0,0.5,0.5,0.0,0,0.0,0,7,5
6,0,0,0.5,0.5,0.0,0,0.0,0,7,5
7,0,0,0.5,0.5,0.0,0,0.0,0,7,5
8,0,0,0.5,0.5,0.0,0,0.0,0,7,5
9,0,0,0.5,0.5,0.0,0,0.0,0,7,5
10,0,0,0.5,0.5,0.0,0,0.0,0,7,5
11,0,0,0.5,0.5,0.0,0,0.0,0,7,5
12,0,0,0.5,0.5,0.0,0,0.0,0,7,5
13,0,0,0.5,0.5,0.0,0,0.0,0,7,5
14,0,0,0.5,0.5,0.0,0,0.0,0,7,5
15,0,0,0.5,0.5,0.0,0,0.0,0,7,5
16,0,0,0.5,0.5,0.0,0,0.0,0,7,5
17,0,0,0.5,0.5,0.0,0,0.0,0,7,5
18,0,0,0.5,0.5,0.0,0,0.0,0,7,5
19,0,0,0.5,0.5,0.0,0,0.0,0,7,5
20,0,0,0.5,0.5,0.0,0,0.0,0,7,5
21,0,0,0.5,0.5,0.0,0,0.0,0,7,5
22,0,0,0.5,0.5,0.0,0,0.0,0,7,5
23,0,0,0.5,0.5,0.0,0,0.0,0,7,5
24,0,0,0.5,0.5,0.0,0,0.0,0,7,5
25,0,0,0.5,0.5,0.0,0,0.0,0,7,5
26,0,0,0.5,0.5,0.0,0,0.0,0,7,5
27,0,0,0.5,0.5,0.0,0,0.0,0,7,5
28,0,0,0.5,0.5,0.0,0,0.0,0,7,5
29,0,0,0.5,0.5,0.0,0,0.0,0,7,5
30,0,0,0.5,0.5,0.0,0,0.0,0,7,5
31,0,0,0.5,0.5,0.0,0,0.0,0,7,5
32,0,0,0.5,0.5,0.0,0,0.0,0,7,5
33,0,0,0.5,0.5,0.0,0,0.0,0,7,5
34,0,0,0.5,0.5,0.0,0,0.0,0,7,5
35,0,0,0.5,0.5,0.0,0,0.0,0,7,5
36,0,0,0.5,0.5,0.0,0,0.0,0,7,5
37,0,0,0.5,0.5,0.0,0,0.0,0,7,5
38,0,0,0.5,0.5,0.0,0,0.0,0,7,5
39,0,0,0.5,0.5,0.0,0,0.0,0,7,5
40,0,0,0.5,0.5,0.0,0,0.0,0,7,5
41,0,0,0.5,0.5,0.0,0,0.0,0,7,5
42,0,0,0.5,0.5,0.0,0,0.0,0,7,5
43,0,0,0.5,0.5,0.0,0,0.0,0,7,5
44,0,0,0.5,0.5,0.0,0,0.0,0,7,5
45,0,0,0.5,0.5,0.0,0,0.0,0,7,5
46,0,0,0.5,0.5,0.0,0,0.0,0,7,5
47,0,0,0.5,0.5,0.0,0,0.0,0,7,5
48,0,0,0.5,0.5,0.0,0,0.0,0,7,5
49,0,0,0.5,0.5,0.0,0,0.0,0,7,5
50,0,0,0.5,0.5,0.0,0,0.0,0,7,5
0,0,0,0.5,0.5,0.0,0,0.0,0,7,6
1,0,0,0.5,0.5,0.0,0,0.0,0,7,6
2,0,0,0.5,0.5,0.0,0,0.0,0,7,6
3,0,0,0.5,0.5,0.0,0,0.0,0,7,6
4,0,0,0.5,0.5,0.0,0,0.0,0,7,6
5,0,0,0.5,0.5,0.0,0,0.0,0,7,6
6,0,0,0.5,0.5,0.0,0,0.0,0,7,6
7,0,0,0.5,0.5,0.0,0,0.0,0,7,6
8,0,0,0.5,0.5,0.0,0,0.0,0,7,6
9,0,0,0.5,0.5,0.0,0,0.0,0,7,6
10,0,0,0.5,0.5,0.0,0,0.0,0,7,6
11,0,0,0.5,0.5,0.0,0,0.0,0,7,6
12,0,0,0.5,0.5,0.0,0,0.0,0,7,6
13,0,0,0.5,0.5,0.0,0,0.0,0,7,6
14,0,0,0.5,0.5,0.0,0,0.0,0,7,6
15,0,0,0.5,0.5,0.0,0,0.0,0,7,6
16,0,0,0.5,0.5,0.0,0,0.0,0,7,6
17,0,0,0.5,0.5,0.0,0,0.0,0,7,6
18,0,0,0.5,0.5,0.0,0,0.0,0,7,6
19,0,0,0.5,0.5,0.0,0,0.0,0,7,6
20,0,0,0.5,0.5,0.0,0,0.0,0,7,6
21,0,0,0.5,0.5,0.0,0,0.0,0,7,6
22,0,0,0.5,0.5,0.0,0,0.0,0,7,6
23,0,0,0.5,0.5,0.0,0,0.0,0,7,6
24,0,0,0.5,0.5,0.0,0,0.0,0,7,6
25,0,0,0.5,0.5,0.0,0,0.0,0,7,6
26,0,0,0.5,0.5,0.0,0,0.0,0,7,6
27,0,0,0.5,0.5,0.0,0,0.0,0,7,6
28,0,0,0.5,0.5,0.0,0,0.0,0,7,6
29,0,0,0.5,0.5,0.0,0,0.0,0,7,6
30,0,0,0.5,0.5,0.0,0,0.0,0,7,6
31,0,0,0.5,0.5,0.0,0,0.0,0,7,6
32,0,0,0.5,0.5,0.0,0,0.0,0,7,6
33,0,0,0.5,0.5,0.0,0,0.0,0,7,6
34,0,0,0.5,0.5,0.0,0,0.0,0,7,6
35,0,0,0.5,0.5,0.0,0,0.0,0,7,6
36,0,0,0.5,0.5,0.0,0,0.0,0,7,6
37,0,0,0.5,0.5,0.0,0,0.0,0,7,6
38,0,0,0.5,0.5,0.0,0,0.0,0,7,6
39,0,0,0.5,0.5,0.0,0,0.0,0,7,6
40,0,0,0.5,0.5,0.0,0,0.0,0,7,6
41,0,0,0.5,0.5,0.0,0,0.0,0,7,6
42,0,0,0.5,0.5,0.0,0,0.0,0,7,6
43,0,0,0.5,0.5,0.0,0,0.0,0,7,6
44,0,0,0.5,0.5,0.0,0,0.0,0,7,6
45,0,0,0.5,0.5,0.0,0,0.0,0,7,6
46,0,0,0.5,0.5,0.0,0,0.0,0,7,6
47,0,0,0.5,0.5,0.0,0,0.0,0,7,6
48,0,0,0.5,0.5,0.0,0,0.0,0,7,6
49,0,0,0.5,0.5,0.0,0,0.0,0,7,6
50,0,0,0.5,0.5,0.0,0,0.0,0,7,6
0,0,0,0.5,0.5,0.0,0,0.0,0,7,7
1,0,0,0.5,0.5,0.0,0,0.0,0,7,7
2,0,0,0.5,0.5,0.0,0,0.0,0,7,7
3,0,0,0.5,0.5,0.0,0,0.0,0,7,7
4,0,0,0.5,0.5,0.0,0,0.0,0,7,7
5,0,0,0.5,0.5,0.0,0,0.0,0,7,7
6,0,0,0.5,0.5,0.0,0,0.0,0,7,7
7,0,0,0.5,0.5,0.0,0,0.0,0,7,7
8,0,0,0.5,0.5,0.0,0,0.0,0,7,7
9,0,0,0.5,0.5,0.0,0,0.0,0,7,7
10,0,0,0.5,0.5,0.0,0,0.0,0,7,7
11,0,0,0.5,0.5,0.0,0,0.0,0,7,7
12,0,0,0.5,0.5,0.0,0,0.0,0,7,7
13,0,0,0.5,0.5,0.0,0,0.0,0,7,7
14,0,0,0.5,0.5,0.0,0,0.0,0,7,7
15,0,0,0.5,0.5,0.0,0,0.0,0,7,7
16,0,0,0.5,0.5,0.0,0,0.0,0,7,7
17,0,0,0.5,0.5,0.0,0,0.0,0,7,7
18,0,0,0.5,0.5,0.0,0,0.0,0,7,7
19,0,0,0.5,0.5,0.0,0,0.0,0,7,7
20,0,0,0.5,0.5,0.0,0,0.0,0,7,7
21,0,0,0.5,0.5,0.0,0,0.0,0,7,7
22,0,0,0.5,0.5,0.0,0,0.0,0,7,7
23,0,0,0.5,0.5,0.0,0,0.0,0,7,7
24,0,0,0.5,0.5,0.0,0,0.0,0,7,7
25,0,0,0.5,0.5,0.0,0,0.0,0,7,7
26,0,0,0.5,0.5,0.0,0,0.0,0,7,7
27,0,0,0.5,0.5,0.0,0,0.0,0,7,7
28,0,0,0.5,0.5,0.0,0,0.0,0,7,7
29,0,0,0.5,0.5,0.0,0,0.0,0,7,7
30,0,0,0.5,0.5,0.0,0,0.0,0,7,7
31,0,0,0.5,0.5,0.0,0,0.0,0,7,7
32,0,0,0.5,0.5,0.0,0,0.0,0,7,7
33,0,0,0.5,0.5,0.0,0,0.0,0,7,7
34,0,0,0.5,0.5,0.0,0,0.0,0,7,7
35,0,0,0.5,0.5,0.0,0,0.0,0,7,7
36,0,0,0.5,0.5,0.0,0,0.0,0,7,7
37,0,0,0.5,0.5,0.0,0,0.0,0,7,7
38,0,0,0.5,0.5,0.0,0,0.0,0,7,7
39,0,0,0.5,0.5,0.0,0,0.0,0,7,7
40,0,0,0.5,0.5,0.0,0,0.0,0,7,7
41,0,0,0.5,0.5,0.0,0,0.0,0,7,7
42,0,0,0.5,0.5,0.0,0,0.0,0,7,7
43,0,0,0.5,0.5,0.0,0,0.0,0,7,7
44,0,0,0.5,0.5,0.0,0,0.0,0,7,7
45,0,0,0.5,0.5,0.0,0,0.0,0,7,7
46,0,0,0.5,0.5,0.0,0,0.0,0,7,7
47,0,0,0.5,0.5,0.0,0,0.0,0,7,7
48,0,0,0.5,0.5,0.0,0,0.0,0,7,7
49,0,0,0.5,0.5,0.0,0,0.0,0,7,7
50,0,0,0.5,0.5,0.0,0,0.0,0,7,7
0,0,0,0.5,0.5,0.0,0,0.0,0,7,8
1,0,0,0.5,0.5,0.0,0,0.0,0,7,8
2,0,0,0.5,0.5,0.0,0,0.0,0,7,8
3,0,0,0.5,0.5,0.0,0,0.0,0,7,8
4,0,0,0.5,0.5,0.0,0,0.0,0,7,8
5,0,0,0.5,0.5,0.0,0,0.0,0,7,8
6,0,0,0.5,0.5,0.0,0,0.0,0,7,8
7,0,0,0.5,0.5,0.0,0,0.0,0,7,8
8,0,0,0.5,0.5,0.0,0,0.0,0,7,8
9,0,0,0.5,0.5,0.0,0,0.0,0,7,8
10,0,0,0.5,0.5,0.0,0,0.0,0,7,8
11,0,0,0.5,0.5,0.0,0,0.0,0,7,8
12,0,0,0.5,0.5,0.0,0,0.0,0,7,8
13,0,0,0.5,0.5,0.0,0,0.0,0,7,8
14,0,0,0.5,0.5,0.0,0,0.0,0,7,8
15,0,0,0.5,0.5,0.0,0,0.0,0,7,8
16,0,0,0.5,0.5,0.0,0,0.0,0,7,8
17,0,0,0.5,0.5,0.0,0,0.0,0,7,8
18,0,0,0.5,0.5,0.0,0,0.0,0,7,8
19,0,0,0.5,0.5,0.0,0,0.0,0,7,8
20,0,0,0.5,0.5,0.0,0,0.0,0,7,8
21,0,0,0.5,0.5,0.0,0,0.0,0,7,8
22,0,0,0.5,0.5,0.0,0,0.0,0,7,8
23,0,0,0.5,0.5,0.0,0,0.0,0,7,8
24,0,0,0.5,0.5,0.0,0,0.0,0,7,8
25,0,0,0.5,0.5,0.0,0,0.0,0,7,8
26,0,0,0.5,0.5,0.0,0,0.0,0,7,8
27,0,0,0.5,0.5,0.0,0,0.0,0,7,8
28,0,0,0.5,0.5,0.0,0,0.0,0,7,8
29,0,0,0.5,0.5,0.0,0,0.0,0,7,8
