generation,avg_eta_SI,avg_eta_MI,rho_SI,rho_MI,sum_eta_SI,count_SI,sum_eta_MI,count_MI,seed,epoch
0,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
1,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
2,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
3,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
4,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
5,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
6,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
7,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
8,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
9,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
10,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
11,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
12,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
13,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
14,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
15,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
16,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
17,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
18,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
19,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
20,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
21,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
22,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
23,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
24,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
25,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
26,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
27,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
28,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
29,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
30,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
31,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
32,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
33,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
34,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
35,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
36,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
37,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
38,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
39,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
40,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
41,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
42,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
43,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
44,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
45,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
46,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
47,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
48,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
49,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
50,0.0,0,0.5,0.5,0.0,0,0.0,0,10,0
0,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
1,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
2,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
3,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
4,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
5,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
6,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
7,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
8,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
9,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
10,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
11,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
12,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
13,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
14,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
15,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
16,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
17,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
18,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
19,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
20,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
21,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
22,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
23,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
24,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
25,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
26,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
27,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
28,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
29,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
30,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
31,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
32,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
33,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
34,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
35,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
36,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
37,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
38,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
39,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
40,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
41,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
42,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
43,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
44,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
45,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
46,0.0,0,0.5,0.5,0.0,0,0.0,0,10,1
