generation,avg_eta_SI,avg_eta_MI,rho_SI,rho_MI,sum_eta_SI,count_SI,sum_eta_MI,count_MI,seed,epoch
0,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
1,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
2,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
3,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
4,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
5,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
6,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
7,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
8,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
9,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
10,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
11,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
12,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
13,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
14,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
15,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
16,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
17,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
18,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
19,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
20,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
21,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
22,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
23,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
24,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
25,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
26,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
27,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
28,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
29,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
30,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
31,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
32,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
33,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
34,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
35,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
36,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
37,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
38,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
39,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
40,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
41,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
42,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
43,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
44,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
45,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
46,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
47,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
48,0,0.0,0.5,0.5,0.0,0,0.0,0,8,0
